edge_id,source_node_id,relation_type,target_node_id,event_time,available_at,valid_from,valid_to,split,prediction_time_safe,source_news_id,source_url,evidence_text,confidence,extraction_method,review_status,attributes_json,dataset_version,graph_version,kg_layer,quality_tier,validation_basis,allowed_use,layered_release_version
edge:09a6f124c8f927f47e520cf6,news:a94799de5716657e5271b7f56c4ff391,PUBLISHED_BY,source:d3688b7c417bb1a2,2021-11-05,2021-11-05,2021-11-05,,train,True,a94799de5716657e5271b7f56c4ff391,https://cafef.vn/vpbank-can-nhac-mua-mot-cong-ty-chung-khoan-2021110510590906.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:09bc02752ea61b4c3d5d2aef,stock:HSG,REPRESENTS,company:4a780096e0582f41,,,,,,True,,,,MEDIUM,STOCK_REFERENCE_MASTER,REFERENCE_DATA,"{""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,REFERENCE_WITH_STATIC_VALIDITY_ASSUMPTION,"Local stock reference; historical effective dates are not available, so 2019-2022 validity is an explicit assumption.",QUERY_AND_REFERENCE_JOIN,FINNEXUS_LAYERED_KG_V3_0
edge:09be26bec58b5222fac4717a,news:25f114b62898a86611e73b3f724acbe4,PUBLISHED_BY,source:916a66d113b8164a,2020-09-22,2020-09-22,2020-09-22,,train,True,25f114b62898a86611e73b3f724acbe4,https://vietnambiz.vn/nhom-qui-kim-tiep-tuc-ban-700000-co-phieu-nkg-20200922103939204.htm,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:09c49f2fe65e8f75aaed1cff,news:9dde85b68496d36bea7abfdcdfdc961f,PUBLISHED_AT,time:2022-07-28,2022-07-28,2022-07-28,2022-07-28,,test,True,9dde85b68496d36bea7abfdcdfdc961f,https://cafef.vn/fpt-chot-quyen-tam-ung-co-tuc-dot-1-2022-bang-tien-ty-le-10-20220728111313742.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:09cfe7dda7f240ba03261ee7,news:dd0a878017f127a9279cfd26061fecd3,PUBLISHED_AT,time:2022-01-01,2022-01-01,2022-01-01,2022-01-01,,validation,True,dd0a878017f127a9279cfd26061fecd3,https://vietstock.vn/2022/01/nhung-co-phieu-anh-huong-nhieu-nhat-den-cac-chi-so-nam-2021-msn-nvl-dong-vai-tro-dau-keo-830-921742.htm,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:09dd2f9df28e7d745b31f4c7,news:1d9474102537686581ae04f53847e1d8,PUBLISHED_BY,source:d3688b7c417bb1a2,2020-07-21,2020-07-21,2020-07-21,,train,True,1d9474102537686581ae04f53847e1d8,https://cafef.vn/phat-dat-pdr-bao-lai-121-ty-dong-quy-2-tang-37-so-voi-cung-ky-20200721090004486.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:09fcbd07d8442f10cea29959,news:f735749319b3c491e5e271cffba16612,PUBLISHED_AT,time:2019-07-03,2019-07-03,2019-07-03,2019-07-03,,train,True,f735749319b3c491e5e271cffba16612,https://cafef.vn/mang-co-khi-dau-khi-nhieu-trien-vong-pvs-duoc-du-bao-hoan-thanh-vuot-xa-ke-hoach-loi-nhuan-nam-2019-201907031702325.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0a2a2947896a6dcc2794b92c,news:ad0fef41d4a67d7588d1b2226c6506d6,MENTIONS,stock:PVS,2020-01-07,2020-01-07,2020-01-07,,train,True,ad0fef41d4a67d7588d1b2226c6506d6,https://vietnambiz.vn/co-phieu-tam-diem-ngay-8-1-mpc-gas-pvs-20200107210919133.htm,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""3"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""e39fac2f958fff144035""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0a2f3a44d983df06b17c469d,stock:VNM,BENCHMARKED_BY,index:VNINDEX,,,,,,True,,,,MEDIUM,STOCK_REFERENCE_MASTER,REFERENCE_DATA,"{""temporal_assumption"": ""REFERENCE_SNAPSHOT_ASSUMED_VALID_2019_2022""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,REFERENCE_WITH_STATIC_VALIDITY_ASSUMPTION,"Local stock reference; historical effective dates are not available, so 2019-2022 validity is an explicit assumption.",QUERY_AND_REFERENCE_JOIN,FINNEXUS_LAYERED_KG_V3_0
edge:0a3cfcb97f5b3e6bd7d1912f,news:c2f282f7d6ab90bb607bc04c26415be6,PUBLISHED_AT,time:2020-08-31,2020-08-31,2020-08-31,2020-08-31,,train,True,c2f282f7d6ab90bb607bc04c26415be6,https://cafef.vn/vietjet-lo-van-chuyen-hang-khong-1440-ty-dong-trong-6-thang-muc-tich-cuc-so-voi-cac-hang-tren-the-gioi-20200831190330903.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0a48f685c6490ed1e6d5b22d,news:c0f29d527e78e607fcd190a831ed6daa,PUBLISHED_AT,time:2019-07-27,2019-07-27,2019-07-27,2019-07-27,,train,True,c0f29d527e78e607fcd190a831ed6daa,https://cafef.vn/fcm-nkg-vpb-gex-gsm-mig-drh-ast-cpi-gta-thong-tin-giao-dich-luong-lon-co-phieu-2019072708064725.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0a77f6e559460ac91210a44a,news:2c81847f31bf313829d35611995c6bf3,PUBLISHED_BY,source:d3688b7c417bb1a2,2020-07-30,2020-07-30,2020-07-30,,train,True,2c81847f31bf313829d35611995c6bf3,https://cafef.vn/fpt-gmd-dxg-sma-ogc-lgc-nav-plp-tni-ndx-ncp-mls-thong-tin-giao-dich-luong-lon-co-phieu-20200730074924424.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0a7ded1a72384c830bb049cb,news:336c836a926669a7e387d145910a5e11,PUBLISHED_BY,source:916a66d113b8164a,2020-07-15,2020-07-15,2020-07-15,,train,True,336c836a926669a7e387d145910a5e11,https://vietnambiz.vn/co-phieu-tam-diem-ngay-15-7-gvr-ree-dpm-lcg-20200715065231747.htm,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0a7ef8eaf21014fb6d551b6a,news:b9e5bd8575de2bb7ec8d14dbda48b5b2,MENTIONS,stock:VHM,2019-11-26,2019-11-26,2019-11-26,,train,True,b9e5bd8575de2bb7ec8d14dbda48b5b2,https://vietnambiz.vn/vinhomes-va-vincom-retail-mua-vao-gan-274-trieu-co-phieu-qui-con-14-phien-de-thuc-hien-giao-dich-20191125234704248.htm,TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""9"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""34cae782e86935218c8a""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0a8e898d247e0f0a27d498b5,news:95404525435dbf7e4b859b5f879ac535,MENTIONS,stock:NVL,2021-09-08,2021-09-08,2021-09-08,,train,True,95404525435dbf7e4b859b5f879ac535,https://cafef.vn/trai-phieu-chuyen-doi-cong-cu-giup-vingroup-va-novaland-huy-dong-ve-hang-tram-trieu-usd-trong-nhung-nam-qua-20210907135809783.chn,TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""10"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""42f0dd7ca4fdac0edc48""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0a9ea4c2cc68f7da086667f9,news:ef05112514b3d60df9c915a4e81dd668,MENTIONS,stock:MSN,2020-10-18,2020-10-18,2020-10-18,,train,True,ef05112514b3d60df9c915a4e81dd668,https://vietnambiz.vn/top10-tang-giam-tuan-12-16-10-msn-va-ctg-tiep-tuc-thang-hoa-dbc-co-dau-hieu-phan-phoi-20201017110616894.htm,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""6"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""3628d278f645878f0838""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0aae4fe3a2a3ba8c7d417cf1,news:3f451cca61df9b9f4ab0dfc0348e0a93,MENTIONS,stock:SSI,2021-08-14,2021-08-14,2021-08-14,,train,True,3f451cca61df9b9f4ab0dfc0348e0a93,https://vietnambiz.vn/chung-khoan-ssi-chot-ngay-phat-hanh-gan-329-trieu-co-phieu-thuong-va-chao-ban-cho-co-dong-hien-huu-20210814080631225.htm,TITLE_TICKER|TITLE_COMPANY|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""20"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""403d642865a856543bc4""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0abc7b3414c239ca1d113c6a,news:52c27497ccdeabb277323e790756c048,MENTIONS,stock:VIC,2022-10-11,2022-10-11,2022-10-11,,test,True,52c27497ccdeabb277323e790756c048,https://vietnambiz.vn/khoi-ngoai-duy-tri-mua-rong-khi-vn-index-co-nhip-roi-hon-36-diem-tam-diem-vic-dgc-vnm-20221011161755750.htm,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""4"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""7c8571d7619138394ba2""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0ac3f242de0f625c46c7f022,news:e6cfa67a79f535a1a938e737899f459b,MENTIONS,stock:MWG,2022-07-13,2022-07-13,2022-07-13,,test,True,e6cfa67a79f535a1a938e737899f459b,https://cafef.vn/room-ngoai-e-hang-trieu-co-phieu-phai-chang-mwg-da-het-hot-trong-mat-nha-dau-tu-nuoc-ngoai-20220713112658514.chn,TITLE_TICKER|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""27"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""287dd5412af307393c53""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0af98bbaa377636a4cc0a1d4,news:e3c033a2df1427f06b7ab7b77a5586a9,PUBLISHED_BY,source:916a66d113b8164a,2022-02-27,2022-02-27,2022-02-27,,validation,True,e3c033a2df1427f06b7ab7b77a5586a9,https://vietnambiz.vn/co-phieu-tam-diem-26-2-vgt-frt-tnh-20220226231740302.htm,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0afa26a29b6cdbb1647247a4,news:6d2a4a88de76d115d038bfa4c51645c5,MENTIONS,stock:VND,2020-04-27,2020-04-27,2020-04-27,,train,True,6d2a4a88de76d115d038bfa4c51645c5,https://cafef.vn/vndirect-nganh-bds-khu-cong-nghiep-se-phuc-hoi-manh-me-sau-dai-dich-covid-19-nho-lan-song-dich-chuyen-nha-may-khoi-trung-quoc-20200426171706422.chn,TITLE_ALIAS|BODY_ALIAS,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""10"", ""relation_directness"": ""TITLE_ENTITY_MENTION"", ""sample_id"": ""474f741223efab0ee544""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0b1512dcbf05f8aea71c6c02,news:df31a6656c6a076ba5912a40eb5030bd,PUBLISHED_AT,time:2020-01-09,2020-01-09,2020-01-09,2020-01-09,,train,True,df31a6656c6a076ba5912a40eb5030bd,https://cafef.vn/thi-phan-moi-gioi-hnx-quy-4-2019-ssi-tut-hang-acbs-bat-ngo-vuon-len-vi-tri-so-1-20200109164555361.chn,,HIGH,DATASET_METADATA,SOURCE_TRACEABLE,{},FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,SOURCE_TRACEABLE,Article source/date metadata retained with news provenance.,QUERY_AND_MODEL_METADATA,FINNEXUS_LAYERED_KG_V3_0
edge:0b2ea811de4a159391884a31,news:4af813762430dfece0a99e60b357a57a,MENTIONS,stock:VHM,2022-04-05,2022-04-05,2022-04-05,,validation,True,4af813762430dfece0a99e60b357a57a,https://cafef.vn/phien-5-4-khoi-ngoai-tro-lai-ban-rong-gan-280-ty-dong-tren-hose-tam-diem-ban-bo-doi-vhm-vic-20220405163929597.chn,TITLE_TICKER|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""3"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""afd288e946a1c85577be""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0b49848d113bdcc624b3f016,news:fdd47392c27d899340866c2ca1753177,MENTIONS,stock:VCI,2021-06-08,2021-06-08,2021-06-08,,train,True,fdd47392c27d899340866c2ca1753177,https://cafef.vn/chung-khoan-ban-viet-vci-phat-hanh-hon-166-trieu-co-phieu-thuong-ty-le-100-20210608172240243.chn,TITLE_TICKER|TITLE_ALIAS|BODY_ALIAS|BODY_TICKER|TARGET_CONTEXT,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""15"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""5df07d7f368506fe75e9""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0b4b2b8421028913900e51e8,news:d8d5e84521b1700e5ec126fe117af81a,MENTIONS,stock:VJC,2020-12-01,2020-12-01,2020-12-01,,train,True,d8d5e84521b1700e5ec126fe117af81a,https://cafef.vn/ti-phu-nguyen-thi-phuong-thao-chi-1200-ti-dong-mua-co-phieu-vietjet-20201201121452368.chn,TITLE_ALIAS|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""15"", ""relation_directness"": ""TITLE_ENTITY_WITH_TARGET_CONTEXT"", ""sample_id"": ""d5c5e2e9b8365d395d17""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0b5756939b7a432f72eb8298,news:a94799de5716657e5271b7f56c4ff391,MENTIONS,stock:VPB,2021-11-05,2021-11-05,2021-11-05,,train,True,a94799de5716657e5271b7f56c4ff391,https://cafef.vn/vpbank-can-nhac-mua-mot-cong-ty-chung-khoan-2021110510590906.chn,TITLE_ALIAS|BODY_ALIAS,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""7"", ""relation_directness"": ""TITLE_ENTITY_MENTION"", ""sample_id"": ""8cd91d66382412b118a9""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0b7d7ed5677827c5c5964459,news:81dbbda9d88c5e3e018007f4defae414,MENTIONS,stock:HPG,2021-12-24,2021-12-24,2021-12-24,,validation,True,81dbbda9d88c5e3e018007f4defae414,https://vietnambiz.vn/phien-24-12-khoi-ngoai-gom-rong-bo-ba-co-phieu-ho-vingroup-nhung-ban-rong-tram-ty-dong-ma-hpg-2021122416111702.htm,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""5"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""5caef78ab8d778391c79""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0b867c6f96295dfbb5f5d0a5,news:8425b26bb4b008489424e3fb47931ea8,MENTIONS,stock:VJC,2019-09-19,2019-09-19,2019-09-19,,train,True,8425b26bb4b008489424e3fb47931ea8,https://cafef.vn/doanh-thu-phu-tro-vietjet-nam-trong-top-12-hang-cao-nhat-the-gioi-20190903193214203.chn,TITLE_ALIAS|BODY_ALIAS,HIGH,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""3"", ""relation_directness"": ""TITLE_ENTITY_MENTION"", ""sample_id"": ""6e9d29785f2633eb1062""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0b8c9f399fb2b28445e2a8da,news:cc5c4ed95c7e77749b77b856ac77d65e,MENTIONS,stock:NKG,2019-07-09,2019-07-09,2019-07-09,,train,True,cc5c4ed95c7e77749b77b856ac77d65e,https://cafef.vn/hpg-hng-shb-lpb-frt-gsm-gex-nkg-smb-hem-thg-ptl-apg-sip-kst-skv-vcp-vta-thong-tin-giao-dich-luong-lon-co-phieu-20190709074549921.chn,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""4"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""6700c305b59b9c6608e4""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
edge:0b92bb54fbde61a99baf98de,news:23e61353e367feb0bfb4858ae53687cb,MENTIONS,stock:SSI,2022-01-20,2022-01-20,2022-01-20,,validation,True,23e61353e367feb0bfb4858ae53687cb,https://cafef.vn/soi-ma-than-tai-tua-game-thu-vi-cung-nha-dau-tu-ssi-don-nam-moi-20220119221445119.chn,TITLE_TICKER|BODY_COMPANY|BODY_TICKER|TARGET_CONTEXT,MEDIUM,WEAK_RULE_V3_ENTITY_TIERED,AUTO_EXTRACTED_UNREVIEWED,"{""entity_confidence"": ""HIGH"", ""mention_count"": ""20"", ""relation_directness"": ""TITLE_TICKER_WITH_TARGET_CONTEXT"", ""sample_id"": ""503bbaa8506f2d817e85""}",FINNEXUS_RESEARCH_DATASET_V17_1,FINNEXUS_TEMPORAL_KG_V1_0,CORE,VALIDATED_HIGH_PRECISION_PIPELINE,"Entity pipeline HIGH_PRECISION stratum: precision 0.9189; Wilson 95% lower bound 0.8705. This is pipeline-level, not row-level human validation.",QUERY_ENTITY_LINK_AND_EXPLORATORY_MODELING,FINNEXUS_LAYERED_KG_V3_0
